name_with_owner,url,stargazer_count,primary_language,created_at,age,last_push,time_since_last_push,disk_usage_kb,size_formatted,name
Krupen/AutoplayVideos,https://github.com/Krupen/AutoplayVideos,996,Java,2016-12-16T06:34:23Z,"8 anos, 9 meses",2023-09-07T10:30:31Z,"2 anos, 0 meses",13404,13.1 MB,AutoplayVideos
atilika/kuromoji,https://github.com/atilika/kuromoji,994,Java,2011-01-20T06:23:21Z,"14 anos, 7 meses",2023-01-23T08:45:18Z,"2 anos, 7 meses",5771,5.6 MB,kuromoji
luaj/luaj,https://github.com/luaj/luaj,986,Java,2015-08-27T13:51:27Z,"10 anos, 0 meses",2023-04-24T08:10:39Z,"2 anos, 4 meses",3537,3.5 MB,luaj
openkoda/openkoda,https://github.com/openkoda/openkoda,986,Java,2023-04-18T09:43:28Z,"2 anos, 4 meses",2025-02-19T12:59:22Z,"6 meses, 23 dias",9756,9.5 MB,openkoda
smltq/spring-boot-demo,https://github.com/smltq/spring-boot-demo,980,Java,2019-06-04T09:30:22Z,"6 anos, 3 meses",2023-09-18T19:21:46Z,"1 anos, 11 meses",4901,4.8 MB,spring-boot-demo
hivemq/hivemq-mqtt-client,https://github.com/hivemq/hivemq-mqtt-client,979,Java,2018-01-02T21:15:55Z,"7 anos, 8 meses",2025-09-09T12:14:21Z,1 dias,8494,8.3 MB,hivemq-mqtt-client
OpenAPITools/openapi-diff,https://github.com/OpenAPITools/openapi-diff,978,Java,2017-12-12T00:39:30Z,"7 anos, 9 meses",2025-09-04T12:32:02Z,6 dias,1496,1.5 MB,openapi-diff
mysql/mysql-connector-j,https://github.com/mysql/mysql-connector-j,977,Java,2015-03-23T15:45:23Z,"10 anos, 5 meses",2025-07-22T12:42:46Z,"1 meses, 20 dias",38245,37.3 MB,mysql-connector-j
GenshenWang/SSM_HRMS,https://github.com/GenshenWang/SSM_HRMS,976,Java,2018-03-10T16:06:18Z,"7 anos, 6 meses",2022-12-16T08:05:12Z,"2 anos, 8 meses",12150,11.9 MB,SSM_HRMS
monitorjbl/excel-streaming-reader,https://github.com/monitorjbl/excel-streaming-reader,969,Java,2014-04-20T21:08:25Z,"11 anos, 4 meses",2023-09-28T23:29:40Z,"1 anos, 11 meses",22680,22.1 MB,excel-streaming-reader
vaadin/hilla,https://github.com/vaadin/hilla,963,Java,2021-04-27T13:25:07Z,"4 anos, 4 meses",2025-09-10T15:24:17Z,0 dias,79655,77.8 MB,hilla
nidi3/graphviz-java,https://github.com/nidi3/graphviz-java,962,Java,2015-10-02T12:46:51Z,"9 anos, 11 meses",2023-05-25T04:52:52Z,"2 anos, 3 meses",10036,9.8 MB,graphviz-java
twitter/hbc,https://github.com/twitter/hbc,961,Java,2013-02-07T01:40:57Z,"12 anos, 7 meses",2022-04-06T19:20:25Z,"3 anos, 5 meses",365,365 KB,hbc
MangoAutomation/modbus4j,https://github.com/MangoAutomation/modbus4j,959,Java,2014-06-10T23:10:27Z,"11 anos, 3 meses",2025-07-12T01:53:06Z,"2 meses, 0 dias",6886,6.7 MB,modbus4j
ufo22940268/android-justifiedtextview,https://github.com/ufo22940268/android-justifiedtextview,952,Java,2014-03-21T07:42:30Z,"11 anos, 5 meses",2024-12-03T07:40:54Z,"9 meses, 11 dias",2653,2.6 MB,android-justifiedtextview
TestFX/TestFX,https://github.com/TestFX/TestFX,948,Java,2013-07-15T13:49:09Z,"12 anos, 2 meses",2024-02-12T00:09:38Z,"1 anos, 7 meses",10593,10.3 MB,TestFX
locationtech/spatial4j,https://github.com/locationtech/spatial4j,948,Java,2012-02-27T21:22:30Z,"13 anos, 6 meses",2025-05-31T19:34:48Z,"3 meses, 12 dias",14044,13.7 MB,spatial4j
robert-bor/aho-corasick,https://github.com/robert-bor/aho-corasick,948,Java,2014-01-29T20:17:12Z,"11 anos, 7 meses",2025-05-21T06:18:51Z,"3 meses, 22 dias",671,671 KB,aho-corasick
spring-guides/gs-spring-boot,https://github.com/spring-guides/gs-spring-boot,945,Java,2013-07-30T18:25:34Z,"12 anos, 1 meses",2025-03-01T12:38:54Z,"6 meses, 13 dias",1092,1.1 MB,gs-spring-boot
he2121/MyRPCFromZero,https://github.com/he2121/MyRPCFromZero,937,Java,2020-08-05T04:20:54Z,"5 anos, 1 meses",2024-08-04T07:42:16Z,"1 anos, 1 meses",330,330 KB,MyRPCFromZero
apache/stormcrawler,https://github.com/apache/stormcrawler,932,Java,2013-04-12T14:13:30Z,"12 anos, 5 meses",2025-09-08T17:40:14Z,2 dias,7682,7.5 MB,stormcrawler
getrebuild/rebuild,https://github.com/getrebuild/rebuild,932,Java,2018-05-18T03:44:32Z,"7 anos, 3 meses",2025-09-10T15:29:57Z,0 dias,44301,43.3 MB,rebuild
Carson-Ho/Search_Layout,https://github.com/Carson-Ho/Search_Layout,927,Java,2016-11-19T09:00:00Z,"8 anos, 9 meses",2017-08-23T01:42:58Z,"8 anos, 0 meses",140,140 KB,Search_Layout
openjdk/jmc,https://github.com/openjdk/jmc,923,Java,2019-05-15T06:39:48Z,"6 anos, 4 meses",2025-09-06T18:13:14Z,4 dias,80120,78.2 MB,jmc
apache/datasketches-java,https://github.com/apache/datasketches-java,923,Java,2015-06-30T01:05:21Z,"10 anos, 2 meses",2025-09-09T23:24:18Z,0 dias,34977,34.2 MB,datasketches-java
superblaubeere27/obfuscator,https://github.com/superblaubeere27/obfuscator,913,Java,2018-05-10T08:43:28Z,"7 anos, 4 meses",2024-07-13T13:07:49Z,"1 anos, 1 meses",837,837 KB,obfuscator
takari/polyglot-maven,https://github.com/takari/polyglot-maven,910,Java,2012-07-12T13:51:37Z,"13 anos, 2 meses",2025-09-08T19:36:21Z,2 dias,2752,2.7 MB,polyglot-maven
beanshell/beanshell,https://github.com/beanshell/beanshell,909,Java,2015-09-23T15:36:06Z,"9 anos, 11 meses",2024-08-17T22:28:41Z,"1 anos, 0 meses",16099,15.7 MB,beanshell
Impetus/kundera,https://github.com/Impetus/kundera,902,Java,2011-05-06T13:57:57Z,"14 anos, 4 meses",2020-02-11T05:50:27Z,"5 anos, 7 meses",30689,30.0 MB,kundera
esig/dss,https://github.com/esig/dss,902,Java,2015-01-30T18:05:50Z,"10 anos, 7 meses",2025-09-04T06:11:32Z,6 dias,266770,260.5 MB,dss
stripe/stripe-java,https://github.com/stripe/stripe-java,898,Java,2011-08-09T00:06:31Z,"14 anos, 1 meses",2025-09-10T21:01:32Z,0 dias,910519,889.2 MB,stripe-java
tensorflow/java,https://github.com/tensorflow/java,894,Java,2019-09-09T19:07:20Z,"6 anos, 0 meses",2025-06-29T03:24:45Z,"2 meses, 13 dias",20537,20.1 MB,java
everit-org/json-schema,https://github.com/everit-org/json-schema,893,Java,2015-09-12T19:14:35Z,"10 anos, 0 meses",2025-08-01T12:10:35Z,"1 meses, 10 dias",2550,2.5 MB,json-schema
spring-io/spring-javaformat,https://github.com/spring-io/spring-javaformat,887,Java,2018-04-02T19:48:16Z,"7 anos, 5 meses",2025-08-14T22:17:55Z,27 dias,9115,8.9 MB,spring-javaformat
MariaDB4j/MariaDB4j,https://github.com/MariaDB4j/MariaDB4j,884,Java,2012-02-04T21:48:54Z,"13 anos, 7 meses",2025-09-01T10:19:34Z,9 dias,276823,270.3 MB,MariaDB4j
EvoSuite/evosuite,https://github.com/EvoSuite/evosuite,882,Java,2015-09-09T19:53:09Z,"10 anos, 0 meses",2025-02-14T19:44:27Z,"6 meses, 28 dias",262111,256.0 MB,evosuite
palatable/lambda,https://github.com/palatable/lambda,875,Java,2014-01-26T22:09:10Z,"11 anos, 7 meses",2023-05-01T22:12:47Z,"2 anos, 4 meses",5844,5.7 MB,lambda
PlaytikaOSS/testcontainers-spring-boot,https://github.com/PlaytikaOSS/testcontainers-spring-boot,871,Java,2017-10-22T19:17:46Z,"7 anos, 10 meses",2025-09-10T08:28:21Z,0 dias,6328,6.2 MB,testcontainers-spring-boot
nitrite/nitrite-java,https://github.com/nitrite/nitrite-java,871,Java,2017-04-19T18:26:54Z,"8 anos, 4 meses",2025-09-09T04:55:37Z,1 dias,5537,5.4 MB,nitrite-java
owlcs/owlapi,https://github.com/owlcs/owlapi,864,Java,2013-02-17T11:51:14Z,"12 anos, 6 meses",2024-09-08T13:31:00Z,"1 anos, 0 meses",146664,143.2 MB,owlapi
logpresso/CVE-2021-44228-Scanner,https://github.com/logpresso/CVE-2021-44228-Scanner,863,Java,2021-12-11T11:18:46Z,"3 anos, 9 meses",2022-04-07T14:47:03Z,"3 anos, 5 meses",5310,5.2 MB,CVE-2021-44228-Scanner
yegor256/takes,https://github.com/yegor256/takes,859,Java,2015-01-07T16:57:47Z,"10 anos, 8 meses",2025-09-07T21:07:20Z,3 dias,33344,32.6 MB,takes
langgraph4j/langgraph4j,https://github.com/langgraph4j/langgraph4j,858,Java,2024-03-18T19:38:47Z,"1 anos, 5 meses",2025-09-10T10:41:11Z,0 dias,34001,33.2 MB,langgraph4j
gazbert/bxbot,https://github.com/gazbert/bxbot,855,Java,2015-09-04T19:17:56Z,"10 anos, 0 meses",2024-11-30T23:30:51Z,"9 meses, 13 dias",6405,6.3 MB,bxbot
ByoxCode/DrawView,https://github.com/ByoxCode/DrawView,854,Java,2016-11-10T06:32:54Z,"8 anos, 10 meses",2023-07-09T14:23:44Z,"2 anos, 2 meses",28195,27.5 MB,DrawView
tls-attacker/TLS-Attacker,https://github.com/tls-attacker/TLS-Attacker,853,Java,2016-04-20T13:40:59Z,"9 anos, 4 meses",2025-08-08T17:52:35Z,"1 meses, 3 dias",35683,34.8 MB,TLS-Attacker
chengdazhi/DecentBanner,https://github.com/chengdazhi/DecentBanner,850,Java,2016-07-24T05:48:42Z,"9 anos, 1 meses",2016-08-31T10:05:41Z,"9 anos, 0 meses",6899,6.7 MB,DecentBanner
in28minutes/SpringMvcStepByStep,https://github.com/in28minutes/SpringMvcStepByStep,839,Java,2015-12-23T13:09:44Z,"9 anos, 8 meses",2023-10-25T21:49:23Z,"1 anos, 10 meses",482,482 KB,SpringMvcStepByStep
javafx-maven-plugin/javafx-maven-plugin,https://github.com/javafx-maven-plugin/javafx-maven-plugin,835,Java,2012-10-21T02:03:59Z,"12 anos, 10 meses",2021-08-17T02:27:02Z,"4 anos, 0 meses",982,982 KB,javafx-maven-plugin
inferred/FreeBuilder,https://github.com/inferred/FreeBuilder,834,Java,2015-01-05T18:11:27Z,"10 anos, 8 meses",2024-10-16T08:44:55Z,"10 meses, 29 dias",4728,4.6 MB,FreeBuilder
maxmind/GeoIP2-java,https://github.com/maxmind/GeoIP2-java,833,Java,2013-04-01T21:40:11Z,"12 anos, 5 meses",2025-09-05T16:24:00Z,5 dias,6491,6.3 MB,GeoIP2-java
chrisbanes/Android-BitmapCache,https://github.com/chrisbanes/Android-BitmapCache,832,Java,2012-07-01T07:27:31Z,"13 anos, 2 meses",2013-11-22T16:08:21Z,"11 anos, 9 meses",1302,1.3 MB,Android-BitmapCache
bootsrc/jseckill,https://github.com/bootsrc/jseckill,823,Java,2017-12-22T05:40:01Z,"7 anos, 8 meses",2022-06-21T00:54:57Z,"3 anos, 2 meses",1798,1.8 MB,jseckill
bfwg/springboot-jwt-starter,https://github.com/bfwg/springboot-jwt-starter,822,Java,2016-10-30T00:00:47Z,"8 anos, 10 meses",2024-08-01T21:26:34Z,"1 anos, 1 meses",245,245 KB,springboot-jwt-starter
aarsy/GoogleMapsAnimations,https://github.com/aarsy/GoogleMapsAnimations,822,Java,2016-08-10T18:55:01Z,"9 anos, 1 meses",2019-12-31T05:27:20Z,"5 anos, 8 meses",14680,14.3 MB,GoogleMapsAnimations
making/yavi,https://github.com/making/yavi,821,Java,2018-08-21T10:39:38Z,"7 anos, 0 meses",2025-09-10T20:08:28Z,0 dias,2868,2.8 MB,yavi
simplenlg/simplenlg,https://github.com/simplenlg/simplenlg,818,Java,2014-08-20T21:37:08Z,"11 anos, 0 meses",2024-12-06T12:07:07Z,"9 meses, 8 dias",129545,126.5 MB,simplenlg
jaygajera17/E-commerce-project-springBoot,https://github.com/jaygajera17/E-commerce-project-springBoot,817,Java,2022-03-12T10:42:29Z,"3 anos, 6 meses",2025-08-24T17:19:58Z,17 dias,17754,17.3 MB,E-commerce-project-springBoot
hollingsworthd/jBrowserDriver,https://github.com/hollingsworthd/jBrowserDriver,817,Java,2015-01-15T21:12:32Z,"10 anos, 8 meses",2024-07-29T19:06:55Z,"1 anos, 1 meses",9665,9.4 MB,jBrowserDriver
anlingyi/xechat-idea,https://github.com/anlingyi/xechat-idea,815,Java,2021-04-15T08:09:25Z,"4 anos, 4 meses",2024-04-22T09:19:19Z,"1 anos, 4 meses",20915,20.4 MB,xechat-idea
Blazebit/blaze-persistence,https://github.com/Blazebit/blaze-persistence,811,Java,2014-07-12T11:08:47Z,"11 anos, 2 meses",2025-09-03T12:20:01Z,7 dias,37558,36.7 MB,blaze-persistence
xunlu129/teriteri-backend,https://github.com/xunlu129/teriteri-backend,810,Java,2023-09-02T20:45:17Z,"2 anos, 0 meses",2025-02-18T03:51:52Z,"6 meses, 24 dias",17094,16.7 MB,teriteri-backend
hujingshuang/MTrans,https://github.com/hujingshuang/MTrans,807,Java,2018-05-08T14:38:39Z,"7 anos, 4 meses",2019-06-09T14:26:52Z,"6 anos, 3 meses",645,645 KB,MTrans
RaiMan/SikuliX-2014,https://github.com/RaiMan/SikuliX-2014,806,Java,2013-12-22T16:51:56Z,"11 anos, 8 meses",2018-03-08T09:02:08Z,"7 anos, 6 meses",169878,165.9 MB,SikuliX-2014
davidmoten/rxjava-jdbc,https://github.com/davidmoten/rxjava-jdbc,803,Java,2014-02-09T08:07:31Z,"11 anos, 7 meses",2025-08-18T00:29:11Z,23 dias,1268,1.2 MB,rxjava-jdbc
EdwardRaff/JSAT,https://github.com/EdwardRaff/JSAT,799,Java,2015-03-24T02:53:51Z,"10 anos, 5 meses",2022-12-16T21:50:57Z,"2 anos, 8 meses",4093,4.0 MB,JSAT
dhatim/fastexcel,https://github.com/dhatim/fastexcel,799,Java,2016-02-17T09:46:33Z,"9 anos, 6 meses",2025-08-21T12:51:32Z,20 dias,3167,3.1 MB,fastexcel
rakam-io/rakam-api,https://github.com/rakam-io/rakam-api,798,Java,2014-01-16T15:17:09Z,"11 anos, 8 meses",2021-11-13T01:21:45Z,"3 anos, 10 meses",27933,27.3 MB,rakam-api
mingyang66/spring-parent,https://github.com/mingyang66/spring-parent,795,Java,2019-07-04T08:52:09Z,"6 anos, 2 meses",2025-09-10T11:43:38Z,0 dias,39288,38.4 MB,spring-parent
hierynomus/smbj,https://github.com/hierynomus/smbj,793,Java,2016-01-25T13:23:01Z,"9 anos, 7 meses",2025-01-24T12:53:28Z,"7 meses, 19 dias",9864,9.6 MB,smbj
fanyong920/jvppeteer,https://github.com/fanyong920/jvppeteer,784,Java,2020-03-11T09:45:16Z,"5 anos, 6 meses",2025-08-05T01:24:23Z,"1 meses, 6 dias",2601,2.5 MB,jvppeteer
xiaou61/U-space,https://github.com/xiaou61/U-space,784,Java,2023-07-20T01:17:51Z,"2 anos, 1 meses",2025-09-10T03:42:54Z,0 dias,816,816 KB,U-space
pippo-java/pippo,https://github.com/pippo-java/pippo,783,Java,2014-10-30T16:23:30Z,"10 anos, 10 meses",2023-03-22T18:46:33Z,"2 anos, 5 meses",3896,3.8 MB,pippo
AlloyTools/org.alloytools.alloy,https://github.com/AlloyTools/org.alloytools.alloy,782,Java,2017-07-19T16:33:02Z,"8 anos, 1 meses",2025-06-13T15:15:08Z,"2 meses, 29 dias",131072,128.0 MB,org.alloytools.alloy
fizzed/rocker,https://github.com/fizzed/rocker,774,Java,2015-03-17T23:52:08Z,"10 anos, 5 meses",2025-07-12T01:34:41Z,"2 meses, 0 dias",5741,5.6 MB,rocker
Javacord/Javacord,https://github.com/Javacord/Javacord,769,Java,2015-12-31T10:26:18Z,"9 anos, 8 meses",2025-02-07T17:36:10Z,"7 meses, 5 dias",7295,7.1 MB,Javacord
apache/wicket,https://github.com/apache/wicket,768,Java,2009-05-21T01:51:51Z,"16 anos, 3 meses",2025-09-07T02:01:55Z,3 dias,131101,128.0 MB,wicket
republique-et-canton-de-geneve/chvote-1-0,https://github.com/republique-et-canton-de-geneve/chvote-1-0,768,Java,2016-11-25T08:39:52Z,"8 anos, 9 meses",2023-02-07T10:49:28Z,"2 anos, 7 meses",2336,2.3 MB,chvote-1-0
adobe/aem-core-wcm-components,https://github.com/adobe/aem-core-wcm-components,767,Java,2015-12-01T11:25:24Z,"9 anos, 9 meses",2025-09-09T10:45:27Z,1 dias,30479,29.8 MB,aem-core-wcm-components
kongchen/swagger-maven-plugin,https://github.com/kongchen/swagger-maven-plugin,765,Java,2013-03-17T15:38:21Z,"12 anos, 6 meses",2024-01-06T00:15:01Z,"1 anos, 8 meses",2136,2.1 MB,swagger-maven-plugin
afollestad/ason,https://github.com/afollestad/ason,757,Java,2017-02-04T04:39:03Z,"8 anos, 7 meses",2018-05-02T20:26:59Z,"7 anos, 4 meses",316,316 KB,ason
eclipse-californium/californium,https://github.com/eclipse-californium/californium,752,Java,2015-09-24T15:27:15Z,"9 anos, 11 meses",2025-08-26T13:45:51Z,15 dias,29020,28.3 MB,californium
x-stream/xstream,https://github.com/x-stream/xstream,749,Java,2015-03-14T15:57:12Z,"10 anos, 6 meses",2025-09-10T21:35:30Z,0 dias,21689,21.2 MB,xstream
actframework/actframework,https://github.com/actframework/actframework,748,Java,2014-12-13T03:05:03Z,"10 anos, 9 meses",2023-04-13T17:19:42Z,"2 anos, 5 meses",16399,16.0 MB,actframework
dudu90/FreshDownloadView,https://github.com/dudu90/FreshDownloadView,743,Java,2016-10-05T02:44:03Z,"8 anos, 11 meses",2016-10-06T11:33:27Z,"8 anos, 11 meses",775,775 KB,FreshDownloadView
pig-mesh/deepseek4j,https://github.com/pig-mesh/deepseek4j,741,Java,2025-02-07T03:25:13Z,"7 meses, 5 dias",2025-04-12T11:17:43Z,"5 meses, 1 dias",175,175 KB,deepseek4j
BCsl/CursorWheelLayout,https://github.com/BCsl/CursorWheelLayout,739,Java,2016-04-24T06:21:14Z,"9 anos, 4 meses",2020-11-20T12:40:29Z,"4 anos, 9 meses",2862,2.8 MB,CursorWheelLayout
ralfstx/minimal-json,https://github.com/ralfstx/minimal-json,736,Java,2013-02-20T12:09:31Z,"12 anos, 6 meses",2023-11-15T04:37:21Z,"1 anos, 10 meses",750,750 KB,minimal-json
deliveredtechnologies/rulebook,https://github.com/deliveredtechnologies/rulebook,736,Java,2017-02-06T05:57:24Z,"8 anos, 7 meses",2020-10-20T02:44:27Z,"4 anos, 10 meses",1565,1.5 MB,rulebook
kongzue/Dialog,https://github.com/kongzue/Dialog,736,Java,2017-06-01T13:20:33Z,"8 anos, 3 meses",2022-12-28T10:33:03Z,"2 anos, 8 meses",2286,2.2 MB,Dialog
spring-cloud/spring-cloud-commons,https://github.com/spring-cloud/spring-cloud-commons,735,Java,2014-12-01T21:52:43Z,"10 anos, 9 meses",2025-09-10T22:57:01Z,0 dias,16087,15.7 MB,spring-cloud-commons
georgewfraser/java-language-server,https://github.com/georgewfraser/java-language-server,732,Java,2016-03-13T03:08:19Z,"9 anos, 6 meses",2025-06-03T06:16:24Z,"3 meses, 9 dias",47731,46.6 MB,java-language-server
jpush/jpush-api-java-client,https://github.com/jpush/jpush-api-java-client,731,Java,2013-10-15T09:01:25Z,"11 anos, 11 meses",2024-11-12T03:56:58Z,"10 meses, 2 dias",16993,16.6 MB,jpush-api-java-client
chocoteam/choco-solver,https://github.com/chocoteam/choco-solver,727,Java,2011-11-04T09:09:18Z,"13 anos, 10 meses",2025-09-05T12:17:52Z,5 dias,87698,85.6 MB,choco-solver
edvin/fxlauncher,https://github.com/edvin/fxlauncher,727,Java,2016-01-30T22:31:39Z,"9 anos, 7 meses",2021-01-10T19:07:12Z,"4 anos, 8 meses",225,225 KB,fxlauncher
spring-cloud/spring-cloud-contract,https://github.com/spring-cloud/spring-cloud-contract,723,Java,2016-06-12T17:11:44Z,"9 anos, 3 meses",2025-09-10T13:40:35Z,0 dias,137837,134.6 MB,spring-cloud-contract
gabrie-allaigre/sonar-gitlab-plugin,https://github.com/gabrie-allaigre/sonar-gitlab-plugin,723,Java,2016-05-07T07:34:34Z,"9 anos, 4 meses",2022-06-28T23:26:45Z,"3 anos, 2 meses",981,981 KB,sonar-gitlab-plugin
abel533/guns,https://github.com/abel533/guns,722,Java,2017-07-26T14:28:56Z,"8 anos, 1 meses",2022-10-18T02:19:43Z,"2 anos, 10 meses",7359,7.2 MB,guns
khoubyari/spring-boot-rest-example,https://github.com/khoubyari/spring-boot-rest-example,720,Java,2014-10-05T21:59:40Z,"10 anos, 11 meses",2023-10-31T01:54:44Z,"1 anos, 10 meses",62,62 KB,spring-boot-rest-example
spring-gradle-plugins/dependency-management-plugin,https://github.com/spring-gradle-plugins/dependency-management-plugin,717,Java,2014-07-14T14:32:59Z,"11 anos, 2 meses",2025-06-26T07:51:40Z,"2 meses, 16 dias",1116,1.1 MB,dependency-management-plugin
SpaiR/imgui-java,https://github.com/SpaiR/imgui-java,714,Java,2019-12-29T21:01:06Z,"5 anos, 8 meses",2025-09-08T09:11:55Z,2 dias,281525,274.9 MB,imgui-java
spring-attic/spring-cloud-gcp,https://github.com/spring-attic/spring-cloud-gcp,709,Java,2017-03-24T19:58:20Z,"8 anos, 5 meses",2022-01-18T20:15:46Z,"3 anos, 7 meses",17889,17.5 MB,spring-cloud-gcp
apache/commons-collections,https://github.com/apache/commons-collections,709,Java,2009-05-21T01:12:20Z,"16 anos, 3 meses",2025-09-05T13:43:23Z,5 dias,24214,23.6 MB,commons-collections
rohanpadhye/JQF,https://github.com/rohanpadhye/JQF,708,Java,2017-02-23T01:27:45Z,"8 anos, 6 meses",2025-05-22T14:37:07Z,"3 meses, 21 dias",5526,5.4 MB,JQF
neuland/jade4j,https://github.com/neuland/jade4j,706,Java,2012-04-17T13:11:56Z,"13 anos, 4 meses",2022-05-20T20:52:34Z,"3 anos, 3 meses",2478,2.4 MB,jade4j
dynamitechetan/Flowing-Gradient,https://github.com/dynamitechetan/Flowing-Gradient,705,Java,2016-07-17T10:36:12Z,"9 anos, 1 meses",2019-05-23T14:40:16Z,"6 anos, 3 meses",225,225 KB,Flowing-Gradient
thomasdarimont/keycloak-extension-playground,https://github.com/thomasdarimont/keycloak-extension-playground,704,Java,2019-02-10T21:51:33Z,"6 anos, 7 meses",2025-01-15T17:27:07Z,"7 meses, 28 dias",16228,15.8 MB,keycloak-extension-playground
uavorg/uavstack,https://github.com/uavorg/uavstack,702,Java,2017-09-04T10:27:15Z,"8 anos, 0 meses",2022-12-16T11:16:11Z,"2 anos, 8 meses",17080,16.7 MB,uavstack
WuKongOpenSource/WukongCRM-9.0-JAVA,https://github.com/WuKongOpenSource/WukongCRM-9.0-JAVA,702,Java,2019-05-11T13:11:48Z,"6 anos, 4 meses",2022-06-21T01:07:27Z,"3 anos, 2 meses",21548,21.0 MB,WukongCRM-9.0-JAVA
joshlong/cloud-native-workshop,https://github.com/joshlong/cloud-native-workshop,701,Java,2015-09-19T01:46:40Z,"9 anos, 11 meses",2017-10-17T22:38:36Z,"7 anos, 11 meses",49542,48.4 MB,cloud-native-workshop
microprofile/microprofile,https://github.com/microprofile/microprofile,692,Java,2016-12-21T11:14:13Z,"8 anos, 8 meses",2025-07-01T10:23:13Z,"2 meses, 11 dias",385,385 KB,microprofile
in28minutes/jpa-with-hibernate,https://github.com/in28minutes/jpa-with-hibernate,690,Java,2017-08-21T05:17:23Z,"8 anos, 0 meses",2025-06-05T03:39:13Z,"3 meses, 7 dias",598,598 KB,jpa-with-hibernate
Karumi/ExpandableSelector,https://github.com/Karumi/ExpandableSelector,690,Java,2015-06-16T13:23:50Z,"10 anos, 2 meses",2018-07-20T12:02:28Z,"7 anos, 1 meses",1382,1.3 MB,ExpandableSelector
spring-projects-experimental/spring-boot-thin-launcher,https://github.com/spring-projects-experimental/spring-boot-thin-launcher,689,Java,2016-10-18T09:13:45Z,"8 anos, 10 meses",2025-01-15T13:57:09Z,"7 meses, 28 dias",2140,2.1 MB,spring-boot-thin-launcher
dolyw/ShiroJwt,https://github.com/dolyw/ShiroJwt,687,Java,2018-08-31T06:57:56Z,"7 anos, 0 meses",2022-06-21T00:47:32Z,"3 anos, 2 meses",199,199 KB,ShiroJwt
dlsc-software-consulting-gmbh/FormsFX,https://github.com/dlsc-software-consulting-gmbh/FormsFX,685,Java,2017-09-12T15:11:31Z,"8 anos, 0 meses",2023-09-05T11:11:21Z,"2 anos, 0 meses",4007,3.9 MB,FormsFX
database-rider/database-rider,https://github.com/database-rider/database-rider,680,Java,2016-09-16T12:47:36Z,"8 anos, 12 meses",2024-10-27T20:10:00Z,"10 meses, 18 dias",18203,17.8 MB,database-rider
Urunov/SpringBoot-Projects-FullStack,https://github.com/Urunov/SpringBoot-Projects-FullStack,679,Java,2020-02-15T14:05:46Z,"5 anos, 6 meses",2024-06-18T16:15:43Z,"1 anos, 2 meses",43192,42.2 MB,SpringBoot-Projects-FullStack
tkaczmarzyk/specification-arg-resolver,https://github.com/tkaczmarzyk/specification-arg-resolver,678,Java,2014-03-23T09:04:58Z,"11 anos, 5 meses",2025-09-08T11:34:07Z,2 dias,2638,2.6 MB,specification-arg-resolver
schibsted/jslt,https://github.com/schibsted/jslt,674,Java,2018-06-11T13:11:37Z,"7 anos, 3 meses",2025-06-29T18:32:36Z,"2 meses, 13 dias",1191,1.2 MB,jslt
Alovoa/alovoa,https://github.com/Alovoa/alovoa,671,Java,2020-01-06T17:26:55Z,"5 anos, 8 meses",2025-08-19T17:56:29Z,22 dias,27432,26.8 MB,alovoa
firebase/geofire-java,https://github.com/firebase/geofire-java,671,Java,2014-07-13T11:52:36Z,"11 anos, 2 meses",2020-10-13T06:39:19Z,"4 anos, 11 meses",694,694 KB,geofire-java
census-instrumentation/opencensus-java,https://github.com/census-instrumentation/opencensus-java,670,Java,2016-07-28T22:10:03Z,"9 anos, 1 meses",2023-07-05T20:50:24Z,"2 anos, 2 meses",7569,7.4 MB,opencensus-java
facebookarchive/jcommon,https://github.com/facebookarchive/jcommon,669,Java,2012-07-20T10:38:33Z,"13 anos, 1 meses",2020-11-09T22:17:34Z,"4 anos, 10 meses",2108,2.1 MB,jcommon
wks/ik-analyzer,https://github.com/wks/ik-analyzer,666,Java,2011-04-14T08:47:45Z,"14 anos, 5 meses",2018-05-04T10:55:53Z,"7 anos, 4 meses",1382,1.3 MB,ik-analyzer
dependency-check/dependency-check-sonar-plugin,https://github.com/dependency-check/dependency-check-sonar-plugin,663,Java,2015-01-12T15:56:34Z,"10 anos, 8 meses",2025-09-04T12:31:31Z,6 dias,7305,7.1 MB,dependency-check-sonar-plugin
ccj659/PopsTabView,https://github.com/ccj659/PopsTabView,662,Java,2017-06-28T02:46:46Z,"8 anos, 2 meses",2018-12-16T13:50:47Z,"6 anos, 9 meses",23555,23.0 MB,PopsTabView
in28minutes/MockitoTutorialForBeginners,https://github.com/in28minutes/MockitoTutorialForBeginners,661,Java,2016-08-07T14:13:23Z,"9 anos, 1 meses",2024-08-06T10:41:24Z,"1 anos, 1 meses",779,779 KB,MockitoTutorialForBeginners
vidstige/jadb,https://github.com/vidstige/jadb,661,Java,2013-07-25T18:45:02Z,"12 anos, 1 meses",2022-05-27T15:00:30Z,"3 anos, 3 meses",690,690 KB,jadb
smart-cloud/smart-cloud,https://github.com/smart-cloud/smart-cloud,661,Java,2019-04-28T15:57:57Z,"6 anos, 4 meses",2025-08-01T02:48:04Z,"1 meses, 10 dias",3326,3.2 MB,smart-cloud
